keyword,tweet_id,username,handle,text,sentiment,url,datetime,likes,retweets,replies,tweets_per_date
pln merugi since_time:1775183247 until_time:1775187387,2039896492157403588,jessie²⁶ | free tag,eunbiviz,@ryjiheon @UGMYogyakarta KABARNYA PLN MERUGI KARENA KAKAK INI MENYALA TANPA TOKEN😝😝😝,Neutral,https://x.com/status/2039896492157403588,2026-04-03 02:43:17,0,0,0,1
pln merugi since_time:1775282093 until_time:1775286773,2040323757391425964,MJ,pamannyaelon,@KangManto123 Tarif listrik dinaikan juga tetep aja PLN merugi,Neutral,https://x.com/status/2040323757391425964,2026-04-04 07:01:05,0,0,0,1
pln merugi since_time:1775375299 until_time:1775379979,2040709369868988690,𝓖 Eunwoo,Ieedongmint,"Bahkan pln pun merugi, cantiknya menyala tanpa token",Neutral,https://x.com/status/2040709369868988690,2026-04-05 08:33:22,1,1,4,1
pln merugi since_time:1775787133 until_time:1775789713,2042430199737041137,Dude Rafay,DudeRafay60339,"@eddesign_ @Jediimar Skema pembayaran hutang(kurs dolar)dan tarif yang masih di bawah biaya produksi menyebabkan pln selalu merugi. PLN membayar kapasitas dr listrik swasta,bukan membayar yang terpakai.",Neutral,https://x.com/status/2042430199737041137,2026-04-10 02:31:20,3,1,1,3
pln merugi since_time:1775799377 until_time:1775803757,2042491626053124586,Dude Rafay,DudeRafay60339,"@AndisBoga @eddesign_ Semua bener bang. Yg di bilang merugi, karena tdk mengalkulasi secara total. Jika betul merugi,sudah pasti gulung tikar. Bumn seperti PLN,tak ubahnya badan usaha dagang. Sebagai contoh kecil,pemasangan instalasi listrik di rumah(kabel, meteran),pemilik rumah harus keluarkan biaya",Neutral,https://x.com/status/2042491626053124586,2026-04-10 06:35:25,2,0,0,3
pln merugi since_time:1775833166 until_time:1775836646,2042619504044445779,RemahanPeyek,febriembrio,"@pln_123 ini lu madamin listrik lgi merugi lgi ? Pdhl token listrik bayar ga gratis. Mana mati lampu malem"" ngasih peluang tindak kejahatan dimalam hari aja lu",Neutral,https://x.com/status/2042619504044445779,2026-04-10 15:03:34,0,0,1,3
pln merugi since_time:1775888201 until_time:1775890901,2042854374708514920,"Love Indonesia, hate Drugs!",kangmirdja,@mikuroQ @Urrangawak PLN merugi karena ada instansi yg nunggak atau gratisan,Neutral,https://x.com/status/2042854374708514920,2026-04-11 06:36:51,0,0,0,2
pln merugi since_time:1775907347 until_time:1775910107,2042939170700825062,farah♡𖥔 ݁˖𐙚,itsmefaraww,“PLN dikabarkan merugi karna ✨CIRENG ISI AYAM SUWIR✨ ini bisa menyalaaahhh tanpa token”  🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/YIpp9wIoNo,Neutral,https://x.com/status/2042939170700825062,2026-04-11 12:13:48,121,86,28,2
pln merugi since_time:1775962141 until_time:1775964661,2043168774116069570,Bayu Aji Bandoro,bayuajibandoro,"@Mi73Hel @fajarabaskris @RagilSemar Izin jawab Pak Helmi, soalnya pertanyaannya bagus banget.  Menurut saya inilah salah paham yang paling sering terjadi soal BUMN. Logikanya kelihatan masuk akal: kalau Pertamina disuruh jual murah saja masih untung, harusnya BUMN semen yang harganya di atas swasta lebih untung",Neutral,https://x.com/status/2043168774116069570,2026-04-12 03:26:10,2,0,1,1
pln merugi since_time:1776050067 until_time:1776053007,2043536021162447241,💞🇲🇨F꙯A꙯🇲🇨💞,FaGtng,"Hemat woi...hemat...!!  Walaupun ada listrik , harap pakai lampu teplok.   Meski ada Magicom , masak tetap pakai kayu.   Meski kita isi token bayar tunai dulu baru pakai listrik , PLN tetap merugi karena banyak ninja didalamnya. https://t.co/nX3AQVZPs8",Neutral,https://x.com/status/2043536021162447241,2026-04-13 03:45:29,18,10,9,2
pln merugi since_time:1776082776 until_time:1776086076,2043675038659023161,el,ultismate,pln dikabarkan merugi karena elgar bisa menyala tanpa token🤘,Neutral,https://x.com/status/2043675038659023161,2026-04-13 12:57:53,0,1,1,2
pln merugi since_time:1776248662 until_time:1776252682,2044375541797781869,َ,lucidrems,@meovvchIoe dikabarkan PLN merugi karena abang ini MENYALA tanpa token‼️🔥,Neutral,https://x.com/status/2044375541797781869,2026-04-15 11:21:26,0,0,0,1
pln merugi since_time:1776353271 until_time:1776356331,2044809499345871279,lip,mrkljnboo,"KALO BEGINI CARANYA, PLN BISA MERUGI KARENA MARK LEE TERUS MENYALA TANPA TOKEN🔥🔥🔥🔥",Neutral,https://x.com/status/2044809499345871279,2026-04-16 16:05:50,0,0,0,1
pln merugi since_time:1776612902 until_time:1776616682,2045890971049812066,Ar_Move,de_chanie,@FaGtng @pln_123 pantes pln nya merugi toh yg di piara anjing tolol,Neutral,https://x.com/status/2045890971049812066,2026-04-19 15:43:12,0,0,0,1
pln merugi since_time:1776775667 until_time:1776779687,2046576241504055387,HªľīnKA,18Januari26,"Aku ykin hmpir sluruh rakyat Indonesia,ga ada niat jd pembenci pmerintahn. Rkyat cuma kecewa,krn : Hutan dibabat,pln,pertamina yg kbnyakn ngaku merugi dll. Shrsny kalau gagal kelola,mundur. Biarkn ahli dibidangny yg tangani. Paling 🥰 dengar history org gigih. Asal caranya halal. https://t.co/0sMEegapCJ",Neutral,https://x.com/status/2046576241504055387,2026-04-21 13:06:14,11,2,1,1
pln merugi since_time:1777263544 until_time:1777266664,2048621980526710874,vstra,vstradinta,"@banzar92 ini yg buat pln merugi, beli tokenx cash mulu, lain kali isi tokenx ngutang pln napa biar ada alasan rugi 🤣🤣🙏",Neutral,https://x.com/status/2048621980526710874,2026-04-27 04:35:16,0,0,0,2
pln merugi since_time:1777270086 until_time:1777274526,2048654240088994288,rioze.,rioimdz,"@bentoel_03 garuda indonesia, PLN tidak merugi 😭",Neutral,https://x.com/status/2048654240088994288,2026-04-27 06:43:27,0,0,0,2
pln merugi since_time:1777352129 until_time:1777356749,2048992469929668905,Edi Keceput 2,EdiKeceput2,@PngAdilnR4kyt @areev_r Pantesan PLN merugi melulu❗,Neutral,https://x.com/status/2048992469929668905,2026-04-28 05:07:27,0,0,0,2
pln merugi since_time:1777381717 until_time:1777385137,2049115797554118885,Syt Warst,SytWarst8325,"@pln_123 PLN katanya merugi?  Padahal konsumen meteran rusak yg disebabkan kesalahan PLN sendiri aja, tetep ditagih dengan perhitungan kira-kira, yg pasti merugikan konsumen. Trus merugi itu dikemanakan duitnya ya?",Neutral,https://x.com/status/2049115797554118885,2026-04-28 13:17:31,0,0,0,2
pln merugi since_time:1777536261 until_time:1777540581,2049771540741607700,Maspray,MasPray7d,@nozelism Warga Twitter bikin PLN merugi dong wkek,Neutral,https://x.com/status/2049771540741607700,2026-04-30 08:43:12,0,0,0,2
pln merugi since_time:1777560868 until_time:1777564888,2049869487424544929,Krisan.,krisanishwari,konon katanya pln merugi karena wonbin menyala tanpa token,Neutral,https://x.com/status/2049869487424544929,2026-04-30 15:12:25,2,0,0,2
